Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2016,2016,2016,4,0,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,35779,,35779,,1646995,,,0
H3,2016,2016,2016,4,0,1,Import,678,Sao Tome and Principe,STP,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,372,,372,,6134,,,0
H3,2016,2016,2016,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,4487,,4487,,298981,,,0
H3,2016,2016,2016,4,0,2,Export,690,Seychelles,SYC,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,15,,15,,140,,,0
H3,2016,2016,2016,4,0,1,Import,694,Sierra Leone,SLE,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,23177,,23177,,3897594,,,0
H3,2016,2016,2016,4,0,1,Import,740,Suriname,SUR,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,5183,,5183,,1089707,,,0
H3,2016,2016,2016,4,0,2,Export,740,Suriname,SUR,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,10,,10,,3843,,,0
H2,2016,2016,2016,4,0,1,Import,52,Barbados,BRB,0,World,WLD,,,,,,,,3002,Human blood; animal blood prepared for therapeutic uses,8,Weight in kilograms,,,12023,,12023,,1838500,,,0
H2,2016,2016,2016,4,0,2,Export,52,Barbados,BRB,0,World,WLD,,,,,,,,3002,Human blood; animal blood prepared for therapeutic uses,8,Weight in kilograms,,,1093,,1093,,223770,,,6
H2,2016,2016,2016,4,0,3,Re-Export,52,Barbados,BRB,0,World,WLD,,,,,,,,3002,Human blood; animal blood prepared for therapeutic uses,8,Weight in kilograms,,,559,,559,,184918,,,6
H2,2016,2016,2016,4,0,1,Import,608,Philippines,PHL,0,World,WLD,,,,,,,,3002,Human blood; animal blood prepared for therapeutic uses,8,Weight in kilograms,,,2345825,,2345825,,255781307,,,0
H2,2016,2016,2016,4,0,2,Export,608,Philippines,PHL,0,World,WLD,,,,,,,,3002,Human blood; animal blood prepared for therapeutic uses,8,Weight in kilograms,,,1241,,1241,,22874,,,0
